director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Mark Waters,Billy Bob Thornton,Kathy Bates,Tony Cox,Comedy Crime Drama Mystery,bad santa 2,Billy Bob Thornton Kathy Bates Tony Cox Mark Waters Comedy Crime Drama Mystery
Warren Beatty,Warren Beatty,Annette Bening,Matthew Broderick,Romance Comedy Drama,rules don't apply,Warren Beatty Annette Bening Matthew Broderick Warren Beatty Romance Comedy Drama
"Damien Chazelle (director/writer); Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt",Damien Chazelle (director/writer); Ryan Gosling,Emma Stone,John Legend,Comedy Drama Romance Music,la la land,"Damien Chazelle (director/writer); Ryan Gosling Emma Stone John Legend Damien Chazelle (director/writer); Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt Comedy Drama Romance Music"
Gareth Edwards,Gareth Edwards (director); Felicity Jones,Diego Luna,Ben Mendelsohn,Action Adventure Science Fiction,rogue one: a star wars story,Gareth Edwards (director); Felicity Jones Diego Luna Ben Mendelsohn Gareth Edwards Action Adventure Science Fiction
John Lee Hancock,John Lee Hancock (director); Michael Keaton,Nick Offerman,John Carroll Lynch,Drama History,the founder,John Lee Hancock (director); Michael Keaton Nick Offerman John Carroll Lynch John Lee Hancock Drama History
Garth Jennings,Matthew McConaughey,Reese Witherspoon,Seth MacFarlane,Family Animation Music Comedy Drama,sing,Matthew McConaughey Reese Witherspoon Seth MacFarlane Garth Jennings Family Animation Music Comedy Drama
Peter Berg,Mark Wahlberg,Kevin Bacon,John Goodman,Action Crime Drama History Thriller,patriots day,Mark Wahlberg Kevin Bacon John Goodman Peter Berg Action Crime Drama History Thriller
J. A. Bayona,Sigourney Weaver,Felicity Jones,Toby Kebbell,Drama Fantasy,a monster calls,Sigourney Weaver Felicity Jones Toby Kebbell J. A. Bayona Drama Fantasy
Jim Jarmusch,Adam Driver,Golshifteh Farahani,Barry Shabaka Henley,Comedy Drama Romance,paterson,Adam Driver Golshifteh Farahani Barry Shabaka Henley Jim Jarmusch Comedy Drama Romance
Anna Foerster,Kate Beckinsale,Theo James,Lara Pulver,Fantasy Action Thriller,underworld: blood wars,Kate Beckinsale Theo James Lara Pulver Anna Foerster Fantasy Action Thriller
Steven C. Miller,Adrian Grenier,Johnathon Schaech,Nicolas Cage,Action Crime Thriller,arsenal,Adrian Grenier Johnathon Schaech Nicolas Cage Steven C. Miller Action Crime Thriller
Rafael Palacio Illingworth,Olivia Thirlby,Ben Feldman,Adam Goldberg,Romance Adventure Drama,between us,Olivia Thirlby Ben Feldman Adam Goldberg Rafael Palacio Illingworth Romance Adventure Drama
Chris Wedge,Lucas Till,Jane Levy,Amy Ryan,Action Comedy Science Fiction,monster trucks,Lucas Till Jane Levy Amy Ryan Chris Wedge Action Comedy Science Fiction
Stacy Title,Douglas Smith,Doug Jones,Michael Trucco,Horror Thriller,the bye bye man,Douglas Smith Doug Jones Michael Trucco Stacy Title Horror Thriller
Baran bo Odar,Jamie Foxx,Dermot Mulroney,"Tip ""T.I."" Harris",Action Crime Thriller,sleepless,"Jamie Foxx Dermot Mulroney Tip ""T.I."" Harris Baran bo Odar Action Crime Thriller"
Jim O'Hanlon,Idris Elba,Gemma Arterton,Charlie Creed-Miles,Drama,100 streets,Idris Elba Gemma Arterton Charlie Creed-Miles Jim O'Hanlon Drama
Bill Purple,Jason Sudeikis,Jessica Biel,Maisie Williams,Comedy,the book of love,Jason Sudeikis Jessica Biel Maisie Williams Bill Purple Comedy
M. Night Shyamalan,James McAvoy,Anya Taylor-Joy,Betty Buckley,Horror Thriller,split,James McAvoy Anya Taylor-Joy Betty Buckley M. Night Shyamalan Horror Thriller
D. J. Caruso,Vin Diesel,Samuel L. Jackson,Donnie Yen,Action Adventure Crime,xxx: return of xander cage,Vin Diesel Samuel L. Jackson Donnie Yen D. J. Caruso Action Adventure Crime
Dallas Jenkins,Brett Dalton,Anjelah Johnson,Neil Flynn,Comedy Drama,the resurrection of gavin stone,Brett Dalton Anjelah Johnson Neil Flynn Dallas Jenkins Comedy Drama
Adam Smith,Michael Fassbender,Brendan Gleeson,Lyndsey Marshal,Action Crime Drama,trespass against us,Michael Fassbender Brendan Gleeson Lyndsey Marshal Adam Smith Action Crime Drama
Maggie Greenwald,Julianne Nicholson,Margo Martindale,Lorraine Toussaint,Drama,sophie and the rising sun,Julianne Nicholson Margo Martindale Lorraine Toussaint Maggie Greenwald Drama
Lasse Hallström,Britt Robertson,Dennis Quaid,Josh Gad,Comedy Drama Family Fantasy Adventure,a dog's purpose,Britt Robertson Dennis Quaid Josh Gad Lasse Hallström Comedy Drama Family Fantasy Adventure
Paul W. S. Anderson,Milla Jovovich,Ali Larter,Shawn Roberts,Action Horror Science Fiction,resident evil: the final chapter,Milla Jovovich Ali Larter Shawn Roberts Paul W. S. Anderson Action Horror Science Fiction
Evan Oppenheimer,Brett Dalton,Stana Katic,Alessandra Mastronardi,Adventure Drama Romance,lost in florence,Brett Dalton Stana Katic Alessandra Mastronardi Evan Oppenheimer Adventure Drama Romance
Justin Kelly,James Franco,Zachary Quinto,Emma Roberts,Drama,i am michael,James Franco Zachary Quinto Emma Roberts Justin Kelly Drama
Adam Randall,Bill Milner,Maisie Williams,Miranda Richardson,Action Crime Science Fiction,iboy,Bill Milner Maisie Williams Miranda Richardson Adam Randall Action Crime Science Fiction
F. Javier Gutiérrez,Matilda Lutz,Alex Roe,Johnny Galecki,Horror,rings,Matilda Lutz Alex Roe Johnny Galecki F. Javier Gutiérrez Horror
Peter Chelsom,Asa Butterfield,Britt Robertson,Gary Oldman,Romance Adventure Science Fiction Drama,the space between us,Asa Butterfield Britt Robertson Gary Oldman Peter Chelsom Romance Adventure Science Fiction Drama
Joel David Moore,Frank Langella,Billy Crudup,Christina Applegate,Comedy Drama,youth in oregon,Frank Langella Billy Crudup Christina Applegate Joel David Moore Comedy Drama
Raoul Peck,Samuel L. Jackson,unknown,unknown,Documentary,i am not your negro,Samuel L. Jackson unknown unknown Raoul Peck Documentary
Frank Lotito,Frank Lotito (director); Jason Lee,Anjul Nigam,Brighton Sharbino,Comedy Family Drama,growing up smith,Frank Lotito (director); Jason Lee Anjul Nigam Brighton Sharbino Frank Lotito Comedy Family Drama
Chris McKay,Will Arnett,Zach Galifianakis,Michael Cera,Family Action Animation Comedy Fantasy,the lego batman movie,Will Arnett Zach Galifianakis Michael Cera Chris McKay Family Action Animation Comedy Fantasy
James Foley,Dakota Johnson,Jamie Dornan,Kim Basinger,Drama Romance,fifty shades darker,Dakota Johnson Jamie Dornan Kim Basinger James Foley Drama Romance
Chad Stahelski,Keanu Reeves,Common,Bridget Moynahan,Thriller Action Crime,john wick: chapter 2,Keanu Reeves Common Bridget Moynahan Chad Stahelski Thriller Action Crime
Alexander Babaev,Michael Johnston,Margaret Judson,Bobby T,Horror Mystery Thriller,bornless ones,Michael Johnston Margaret Judson Bobby T Alexander Babaev Horror Mystery Thriller
Zhang Yimou,Matt Damon,Jing Tian,Pedro Pascal,Action Adventure Fantasy,the great wall,Matt Damon Jing Tian Pedro Pascal Zhang Yimou Action Adventure Fantasy
Gore Verbinski,Dane DeHaan,Mia Goth,Jason Isaacs,Horror Mystery Science Fiction Thriller,a cure for wellness,Dane DeHaan Mia Goth Jason Isaacs Gore Verbinski Horror Mystery Science Fiction Thriller
Richie Keen,Ice Cube,Charlie Day,Christina Hendricks,Comedy,fist fight,Ice Cube Charlie Day Christina Hendricks Richie Keen Comedy
Anne Hamilton,Peyton Kennedy,Richard Schiff,Kip Pardue,Drama Thriller,american fable,Peyton Kennedy Richard Schiff Kip Pardue Anne Hamilton Drama Thriller
"Jovanka Vuckovic, Annie Clark, Roxanne Benjamin, Karyn Kusama",Jovanka Vuckovic,Annie Clark,Roxanne Benjamin,Horror,xx,"Jovanka Vuckovic Annie Clark Roxanne Benjamin Jovanka Vuckovic, Annie Clark, Roxanne Benjamin, Karyn Kusama Horror"
So Yong Kim,So Yong Kim (director); Jena Malone,Riley Keough,Brooklyn Decker,Drama Romance,lovesong,So Yong Kim (director); Jena Malone Riley Keough Brooklyn Decker So Yong Kim Drama Romance
Jordan Peele,Daniel Kaluuya,Allison Williams,Catherine Keener,Mystery Thriller Horror,get out,Daniel Kaluuya Allison Williams Catherine Keener Jordan Peele Mystery Thriller Horror
Ash Brannon,Luke Wilson,Eddie Izzard,J. K. Simmons,Adventure Animation Comedy Family Music,rock dog,Luke Wilson Eddie Izzard J. K. Simmons Ash Brannon Adventure Animation Comedy Family Music
Eran Creevy,Nicholas Hoult,Felicity Jones,Marwan Kenzari,Thriller Action,collide,Nicholas Hoult Felicity Jones Marwan Kenzari Eran Creevy Thriller Action
Colm McCarthy,Gemma Arterton,Glenn Close,Paddy Considine,Drama Horror Thriller Science Fiction,the girl with all the gifts,Gemma Arterton Glenn Close Paddy Considine Colm McCarthy Drama Horror Thriller Science Fiction
Macon Blair,Melanie Lynskey,Elijah Wood,David Yow,Comedy Crime Drama Thriller,i don't feel at home in this world anymore,Melanie Lynskey Elijah Wood David Yow Macon Blair Comedy Crime Drama Thriller
"Turner Ross, Bill Ross IV",Turner Ross,Bill Ross IV (directors),unknown,Documentary Music,contemporary color,"Turner Ross Bill Ross IV (directors) unknown Turner Ross, Bill Ross IV Documentary Music"
James Mangold,Hugh Jackman,Patrick Stewart,Boyd Holbrook,Action Drama Science Fiction,logan,Hugh Jackman Patrick Stewart Boyd Holbrook James Mangold Action Drama Science Fiction
Stuart Hazeldine,Sam Worthington,Avraham Aviv Alush,Radha Mitchell,Drama Fantasy,the shack,Sam Worthington Avraham Aviv Alush Radha Mitchell Stuart Hazeldine Drama Fantasy
Ry Russo-Young,Zoey Deutch,Halston Sage,Logan Miller,Drama Mystery Thriller Fantasy,before i fall,Zoey Deutch Halston Sage Logan Miller Ry Russo-Young Drama Mystery Thriller Fantasy
Jeffrey Blitz,Anna Kendrick,Amanda Crew,Stephen Merchant,Comedy Drama,table 19,Anna Kendrick Amanda Crew Stephen Merchant Jeffrey Blitz Comedy Drama
Mark Pellington,Shirley MacLaine,Amanda Seyfried,unknown,Comedy Drama,the last word,Shirley MacLaine Amanda Seyfried unknown Mark Pellington Comedy Drama
Onur Tukel,Alicia Silverstone,Anne Heche,Sandra Oh,Comedy Drama,catfight,Alicia Silverstone Anne Heche Sandra Oh Onur Tukel Comedy Drama
Kristopher Avedisian,Kristopher Avedisian,Jesse Wakeman,Louisa Krause,Drama Comedy,donald cried,Kristopher Avedisian Jesse Wakeman Louisa Krause Kristopher Avedisian Drama Comedy
Jordan Vogt-Roberts,Tom Hiddleston,Brie Larson,Samuel L. Jackson,Action Adventure Fantasy,kong: skull island,Tom Hiddleston Brie Larson Samuel L. Jackson Jordan Vogt-Roberts Action Adventure Fantasy
Gerard McMurray,Trevor Jackson,Alfre Woodard,Steve Harris,Drama,burning sands,Trevor Jackson Alfre Woodard Steve Harris Gerard McMurray Drama
Bill Condon,Emma Watson,Dan Stevens,Luke Evans,Romance Family Animation Fantasy,beauty and the beast,Emma Watson Dan Stevens Luke Evans Bill Condon Romance Family Animation Fantasy
Greg McLean,John Gallagher Jr.,Tony Goldwyn,Adria Arjona,Action Thriller Horror,the belko experiment,John Gallagher Jr. Tony Goldwyn Adria Arjona Greg McLean Action Thriller Horror
Terrence Malick,Ryan Gosling,Michael Fassbender,Rooney Mara,Drama Romance,song to song,Ryan Gosling Michael Fassbender Rooney Mara Terrence Malick Drama Romance
Dagen Merrill,Dominic Monaghan,Tom Sizemore,Sarah Habel,Science Fiction Thriller,atomica,Dominic Monaghan Tom Sizemore Sarah Habel Dagen Merrill Science Fiction Thriller
Gavin Wiesen,J. K. Simmons,Emile Hirsch,Lio Tipton,Comedy,all nighter,J. K. Simmons Emile Hirsch Lio Tipton Gavin Wiesen Comedy
Sean Byrne,Ethan Embry,Shiri Appleby,Kiara Glasco,Drama Horror Thriller,the devil's candy,Ethan Embry Shiri Appleby Kiara Glasco Sean Byrne Drama Horror Thriller
Dean Israelite,Dacre Montgomery,Naomi Scott,RJ Cyler,Science Fiction Action Adventure,power rangers,Dacre Montgomery Naomi Scott RJ Cyler Dean Israelite Science Fiction Action Adventure
Daniel Espinosa,Jake Gyllenhaal,Rebecca Ferguson,Ryan Reynolds,Thriller Action Crime,life,Jake Gyllenhaal Rebecca Ferguson Ryan Reynolds Daniel Espinosa Thriller Action Crime
Dax Shepard,Dax Shepard,Michael Peña,Vincent D'Onofrio,Action Comedy Crime,chips,Dax Shepard Michael Peña Vincent D'Onofrio Dax Shepard Action Comedy Crime
Craig Johnson,Woody Harrelson,Laura Dern,Isabella Amara,Comedy Drama,wilson,Woody Harrelson Laura Dern Isabella Amara Craig Johnson Comedy Drama
Brandon Dickerson,Patrick Davis,Nick Eversman,Cortney Palm,Drama Science Fiction Thriller,victor,Patrick Davis Nick Eversman Cortney Palm Brandon Dickerson Drama Science Fiction Thriller
Adam Collis,Patrick J. Adams,George Lopez,Nia Vardalos,Drama Comedy,car dogs,Patrick J. Adams George Lopez Nia Vardalos Adam Collis Drama Comedy
Jesse Thomas,Scott Eastwood,Malcolm McDowell,Chris Kattan,Comedy,walk of fame,Scott Eastwood Malcolm McDowell Chris Kattan Jesse Thomas Comedy
James Nunn,"Mike ""The Miz"" Mizanin",Maryse Ouellet Mizanin,Curtis Axel,Action,the marine 5: battleground,"Mike ""The Miz"" Mizanin Maryse Ouellet Mizanin Curtis Axel James Nunn Action"
Rupert Sanders,Scarlett Johansson,Michael Pitt,Pilou Asbæk,Action Animation Science Fiction,ghost in the shell,Scarlett Johansson Michael Pitt Pilou Asbæk Rupert Sanders Action Animation Science Fiction
Tom McGrath,Alec Baldwin,Steve Buscemi,Jimmy Kimmel,Animation Comedy Adventure Family,the boss baby,Alec Baldwin Steve Buscemi Jimmy Kimmel Tom McGrath Animation Comedy Adventure Family
Niki Caro,Jessica Chastain,Daniel Brühl,Johan Heldenbergh,Drama History,the zookeeper's wife,Jessica Chastain Daniel Brühl Johan Heldenbergh Niki Caro Drama History
Oz Perkins,Emma Roberts,Kiernan Shipka,Lucy Boynton,Horror Thriller,the blackcoat's daughter,Emma Roberts Kiernan Shipka Lucy Boynton Oz Perkins Horror Thriller
Charlie McDowell,Jason Segel,Rooney Mara,Robert Redford,Drama Romance Science Fiction Thriller Mystery,the discovery,Jason Segel Rooney Mara Robert Redford Charlie McDowell Drama Romance Science Fiction Thriller Mystery
Susan Johnson,Susan Johnson (director); Bel Powley,Vanessa Bayer,Colin O'Donoghue,Comedy Drama,carrie pilby,Susan Johnson (director); Bel Powley Vanessa Bayer Colin O'Donoghue Susan Johnson Comedy Drama
Jon Gunn,Mike Vogel,Erika Christensen,Frankie Faison,Drama,the case for christ,Mike Vogel Erika Christensen Frankie Faison Jon Gunn Drama
Kelly Asbury,Demi Lovato,Mandy Patinkin,Jack McBrayer,Family Adventure Animation Comedy,smurfs: the lost village,Demi Lovato Mandy Patinkin Jack McBrayer Kelly Asbury Family Adventure Animation Comedy
Zach Braff,Morgan Freeman,Michael Caine,Alan Arkin,Crime Comedy,going in style,Morgan Freeman Michael Caine Alan Arkin Zach Braff Crime Comedy
Nacho Vigalondo,Anne Hathaway,Jason Sudeikis,Dan Stevens,Drama Fantasy Science Fiction,colossal,Anne Hathaway Jason Sudeikis Dan Stevens Nacho Vigalondo Drama Fantasy Science Fiction
Marc Webb,Chris Evans,Mckenna Grace,Jenny Slate,Family Drama Comedy,gifted,Chris Evans Mckenna Grace Jenny Slate Marc Webb Family Drama Comedy
